Character Count,Character Count (No Spaces),Unique Characters,Word Count,Sentence Count,Characters / Word,Words / Sentence,Characters / Sentence,Language
135627,107729,70,27651,1924,3.8960254602003546,14.371621621621621,55.99220374220374,af
135710,106783,73,28680,2106,3.7232566248256624,13.618233618233619,50.70417853751187,ak
84231,65993,257,17991,878,3.668111833694625,20.490888382687928,75.1628701594533,am
108615,88270,80,20098,1823,4.391979301423027,11.024684585847504,48.42018650575974,ar
129967,107591,98,22129,280,4.861991052465091,79.03214285714286,384.25357142857143,as
162730,142309,77,20174,2047,7.054079508277981,9.855398143624816,69.52076209086468,ay
124606,105198,80,19161,1930,5.490214498199467,9.927979274611399,54.50673575129534,az
125376,103227,121,21902,1921,4.713131220893069,11.401353461738678,53.736074960957836,be
131692,107728,103,23717,1913,4.542227094489185,12.397804495556716,56.313643491897544,bg
130629,101267,86,29115,983,3.478172763180491,29.61851475076297,103.01831129196337,bho
138652,106661,80,31744,2097,3.3600365423387095,15.137815927515499,50.863614687649026,bm
125631,102989,102,22395,386,4.598749720919848,58.01813471502591,266.81088082901556,bn
122881,100031,70,22603,1919,4.425562978365703,11.77853048462741,52.12662845231892,bs
136242,109923,75,26072,1929,4.216132249156183,13.515811301192327,56.98444790046656,ca
156001,128640,66,27114,1918,4.744412480637309,14.13660062565172,67.06986444212721,ceb
131285,109297,66,21741,2276,5.02722965824939,9.552284710017574,48.02152899824253,ckb
134919,108763,75,25909,1920,4.197884904859316,13.494270833333333,56.647395833333334,co
117195,95967,81,20981,1949,4.57399551975597,10.76500769625449,49.239096972806564,cs
137869,110672,74,26950,1920,4.106567717996289,14.036458333333334,57.641666666666666,cy
132383,107001,70,25135,1922,4.257051919633977,13.077523413111342,55.67169614984391,da
153123,126362,72,26514,1968,4.7658595459002795,13.472560975609756,64.20833333333333,de
134646,106170,104,28229,221,3.7610258953558398,127.73303167420815,480.40723981900453,doi
177798,157299,74,20252,2177,7.767084732372111,9.30271015158475,72.25493798805697,dv
134816,107459,92,27110,2202,3.963814090741424,12.311534968210717,48.80063578564941,ee
139920,115279,119,24394,1832,4.725711240468968,13.315502183406114,62.92521834061135,el
134514,106102,60,26590,1924,3.990297104174502,13.82016632016632,55.146569646569645,en
134744,109923,73,24574,1925,4.473142345568487,12.765714285714285,57.10285714285714,eo
137011,111737,73,25027,2183,4.464658169177288,11.464498396701787,51.18506642235456,es
124899,103790,74,20862,1922,4.975074297766273,10.854318418314255,54.001040582726326,et
136520,116262,63,20011,1926,5.8099045524961275,10.389927310488059,60.36448598130841,eu
119627,92447,74,26933,1371,3.432480600007426,19.644784828592268,67.43034281546316,fa
134987,114806,68,19934,1923,5.759305708839169,10.366094643785752,59.70150806032241,fi
151401,124058,76,27096,2004,4.5784617655742545,13.520958083832335,61.905189620758485,fr
131221,104457,73,26517,1923,3.939246521099672,13.789391575663027,54.3198127925117,fy
150873,121917,72,28709,1922,4.24664739280365,14.937044745057232,63.43236212278876,ga
158677,128363,73,30067,1920,4.269232048425184,15.659895833333334,66.85572916666666,gd
127453,103854,69,23352,1928,4.447327852004111,12.112033195020746,53.86618257261411,gl
134737,114150,87,20340,2118,5.612094395280236,9.603399433427763,53.89518413597734,gn
133214,111398,88,21569,2093,5.164727154712782,10.305303392259914,53.22408026755853,gom
130803,105941,96,24615,1775,4.30392037375584,13.867605633802818,59.68507042253521,gu
127981,102646,71,25088,1916,4.091438137755102,13.093945720250522,53.57306889352818,ha
142276,109188,72,32841,1934,3.3247465058920254,16.980868665977248,56.457083764219234,haw
134381,105168,78,28966,684,3.6307394876752053,42.34795321637427,153.75438596491227,hi
156235,123392,66,32596,1915,3.785495152779482,17.02140992167102,64.43446475195823,hmn
123470,100681,75,22542,1921,4.46637387986869,11.734513274336283,52.410723581467984,hr
128406,99480,75,28679,1924,3.468740193172705,14.905925155925155,51.7047817047817,ht
126453,105351,80,20855,1921,5.0515943418844405,10.856324830817282,54.84174908901614,hu
127501,105146,118,22108,366,4.756015921838249,60.404371584699454,287.2841530054645,hy
152457,129477,61,22733,1924,5.69555272071438,11.815488565488565,67.29573804573805,id
129643,102912,92,26484,1923,3.885817852288174,13.77223088923557,53.51638065522621,ig
155693,130096,61,25350,2121,5.131992110453649,11.951909476661951,61.33710513908534,ilo
135781,110980,79,24554,1921,4.519833835627597,12.781884435190005,57.77199375325351,is
139602,114948,66,24407,1938,4.709632482484533,12.593911248710011,59.31269349845201,it
101195,80819,92,20129,1922,4.015052908738636,10.472944849115505,42.04942767950052,iw
65126,62785,1343,2094,2275,29.983285577841453,0.9204395604395604,27.5978021978022,ja
136029,114420,64,21362,1911,5.3562400524295475,11.178440607012035,59.87441130298273,jw
123518,104621,76,18650,1901,5.60970509383378,9.810625986322988,55.03471856917412,ka
127331,107602,115,19482,1919,5.523149573965712,10.152162584679521,56.07191245440333,kk
131357,125681,132,5428,104,23.154200442151804,52.19230769230769,1208.4711538461538,km
143587,124766,97,18574,1912,6.7172391515021,9.714435146443515,65.25418410041841,kn
76112,57205,980,18660,2743,3.0656484458735265,6.802770689026613,20.854903390448413,ko
123138,91887,69,31004,2095,2.9637143594374917,14.799045346062053,43.86014319809069,kri
122595,96925,82,25423,1917,3.812492624788577,13.26186750130412,50.56077203964528,ku
126917,106869,108,19801,1923,5.397151659007121,10.29693187727509,55.574102964118566,ky
112825,95101,68,17477,1935,5.441494535675459,9.03204134366925,49.14780361757106,la
145597,119311,76,26039,1919,4.582011597987634,13.569046378322042,62.1735278791037,lb
148659,127820,69,20592,2294,6.207264957264957,8.976460331299041,55.719267654751526,lg
156240,129622,83,26371,2118,4.915323650980244,12.450897072710104,61.200188857412655,ln
129161,122383,112,6531,1904,18.738784259684582,3.4301470588235294,64.27678571428571,lo
126774,106367,76,20160,1918,5.276140873015873,10.510948905109489,55.457247132429615,lt
151737,118737,68,32753,2066,3.6252251702134157,15.853339787028073,57.471926427879964,lus
129840,108151,78,21442,1923,5.043885831545564,11.150286011440457,56.24076963078523,lv
122377,95872,94,26258,237,3.65115393403915,110.79324894514768,404.52320675105483,mai
153520,129444,72,23829,1901,5.432204456754375,12.534981588637558,68.09258285113098,mg
140613,108446,69,31920,1921,3.3974310776942356,16.61634565330557,56.45288912024987,mi
130436,106893,103,23296,1910,4.588470123626373,12.196858638743455,55.96492146596859,mk
146054,129128,102,16679,1907,7.741950956292344,8.746198217094914,67.71263765076036,ml
131947,110543,107,21157,1933,5.224890107293095,10.945162959130885,57.18727366787377,mn
150501,127020,96,23234,402,5.46698803477662,57.79601990049751,315.97014925373134,mni-Mtei
129575,107846,103,21482,1772,5.020296061819198,12.123024830699775,60.86117381489842,mr
150976,127960,61,22769,1924,5.619921823531995,11.834199584199585,66.5072765072765,ms
128134,107776,79,20111,1919,5.3590572323604,10.479937467430954,56.162584679520585,mt
137547,126410,116,10890,34,11.607897153351699,320.29411764705884,3717.9411764705883,my
124938,103168,111,21523,98,4.793383821957906,219.62244897959184,1052.734693877551,ne
144613,116878,70,27488,1938,4.251964493597206,14.183694530443756,60.30856553147575,nl
128894,103771,67,24876,1922,4.17153079273195,12.94276795005203,53.99115504682622,no
166424,131709,65,34468,2058,3.8211964720900546,16.74829931972789,63.998542274052475,nso
143668,124579,70,18842,1917,6.611771574142872,9.828899321857069,64.98643714136672,ny
149713,127752,65,21714,2085,5.8833932025421385,10.414388489208633,61.27194244604316,om
131826,107658,98,23921,119,4.500564357677354,201.01680672268907,904.6890756302521,or
135451,106632,105,28572,636,3.732045359092818,44.924528301886795,167.66037735849056,pa
129212,107958,77,21007,1933,5.139144094825534,10.867563372995344,55.849974133471285,pl
123165,93824,96,29094,1603,3.2248573589056164,18.14971927635683,58.53025577043044,ps
136136,110974,80,24915,1939,4.4541039534417015,12.849406910778752,57.232594120680766,pt
155770,137776,73,17747,2012,7.76334028286471,8.820576540755468,68.47713717693837,qu
132926,107968,76,24711,1927,4.3692282789041315,12.823559937727037,56.02906071613908,ro
129677,107436,98,21994,2152,4.884786760025461,10.220260223048328,49.92379182156134,ru
129333,111055,63,18031,1928,6.159114857744995,9.352178423236515,57.601141078838175,rw
133000,112049,102,20704,171,5.411949381761978,121.07602339181287,655.2573099415205,sa
124042,95620,111,28175,1750,3.3937888198757764,16.1,54.64,sd
125786,103347,110,22192,1919,4.6569484498918525,11.564356435643564,53.85461177696717,si
119707,98375,91,21085,1927,4.665639079914631,10.941878567721847,51.05085625324338,sk
123259,100413,68,22599,1920,4.443249701314217,11.7703125,52.2984375,sl
143960,109746,71,33967,1893,3.230959460652987,17.943475964078182,57.97464342313788,sm
136911,119319,63,17345,1927,6.879158258864226,9.001037882719253,61.91956408925791,sn
150596,125277,67,25072,1890,4.996689534141672,13.265608465608466,66.28412698412698,so
137931,111234,70,26450,1914,4.205444234404537,13.819226750261233,58.11598746081505,sq
120742,97797,72,22698,1920,4.308617499339149,11.821875,50.9359375,sr
154549,122835,67,31467,1924,3.903613309181047,16.354989604989605,63.843555093555096,st
147636,125570,64,21819,1922,5.755075851322242,11.352237252861602,65.33298647242455,su
132289,107457,66,24585,1923,4.370835875533862,12.784711388455538,55.8798751950078,sv
134038,113042,64,20749,1919,5.448069786495735,10.812402292860865,58.90672225117248,sw
154765,135849,83,18669,1923,7.276715410573678,9.70826833073323,70.6443057722309,ta
139402,120143,101,19012,1915,6.319324637071324,9.92793733681462,62.737859007832895,te
133263,108924,122,24092,1912,4.521168852731197,12.600418410041842,56.96861924686193,tg
109373,104851,110,4275,159,24.52654970760234,26.88679245283019,659.440251572327,th
91485,71048,246,20190,471,3.518969787023279,42.86624203821656,150.84501061571126,ti
118118,100411,73,17460,1904,5.750916380297824,9.170168067226891,52.736869747899156,tk
155960,128919,62,26794,1924,4.81148764648802,13.926195426195425,67.00571725571726,tl
129890,110999,74,18644,2261,5.953604376743188,8.245908889871739,49.092879256965944,tr
172165,140443,65,31475,2079,4.462049245432883,15.139490139490139,67.55315055315056,ts
117601,98607,112,18747,1934,5.259881581052968,9.693381592554292,50.98603929679421,tt
132351,111867,87,20237,1812,5.527845036319612,11.168322295805739,61.73675496688742,ug
125711,103796,113,21667,1920,4.790510915216689,11.284895833333334,54.06041666666667,uk
132958,102636,90,30075,289,3.412668329177057,104.06574394463668,355.1418685121107,ur
137445,116609,76,20589,1928,5.663655349944145,10.678941908713693,60.481846473029044,uz
136977,104879,142,31851,2030,3.292800853976327,15.690147783251232,51.66453201970443,vi
140203,123175,67,16781,1919,7.340146594362672,8.744658676393955,64.18707660239708,xh
150314,121283,84,28784,1892,4.213556142301279,15.213530655391121,64.10306553911205,yi
125467,97098,104,28122,1915,3.452741625773416,14.685117493472585,50.703916449086165,yo
43379,41062,1744,2070,2101,19.83671497584541,0.9852451213707758,19.5440266539743,zh-CN
43397,40909,1777,2248,2101,18.197953736654803,1.0699666825321275,19.471204188481675,zh-TW
138678,122248,63,16183,1916,7.554099981462028,8.44624217118998,63.80375782881002,zu
