Character Count,Character Count (No Spaces),Unique Characters,Word Count,Sentence Count,Characters / Word,Words / Sentence,Characters / Sentence,Language
12122,10481,32,1400,1,7.486428571428571,1400.0,10481.0,HumanRights(Spanish)_laLatin
12148,10316,29,1636,1,6.30562347188264,1636.0,10316.0,HumanRights(Portuguese)_eoEsperanto
12156,10619,38,1341,1,7.918717375093214,1341.0,10619.0,HumanRights(Portuguese)_etEstonian
12166,10491,32,1444,1,7.265235457063712,1444.0,10491.0,HumanRights(Japanese)_laLatin
12170,10096,37,1833,1,5.507910529187125,1833.0,10096.0,HumanRights(Spanish)_kuKurdish
12176,10095,35,1815,1,5.56198347107438,1815.0,10095.0,HumanRights(Russian)_kuKurdish
12182,10627,36,1344,1,7.9069940476190474,1344.0,10627.0,HumanRights(English)_etEstonian
12192,10425,50,1404,1,7.4252136752136755,1404.0,10425.0,HumanRights(Arabic)_ttTatar
12213,10513,37,1504,1,6.9900265957446805,1504.0,10513.0,HumanRights(Portuguese)_azAzerbaijani
12217,10425,37,1529,1,6.818181818181818,1529.0,10425.0,HumanRights(Quechua)_azAzerbaijani
12222,10085,44,1874,105,5.38153681963714,17.847619047619048,96.04761904761905,HumanRights(Quechua)_daDanish
12235,10236,37,1788,1,5.724832214765101,1788.0,10236.0,HumanRights(English)_afAfrikaans
12240,10191,39,1786,1,5.706047032474804,1786.0,10191.0,HumanRights(Quechua)_srSerbian
12242,10765,36,1463,1,7.358168147641832,1463.0,10765.0,HumanRights(Korean)_plPolish
12243,10555,39,1447,1,7.294402211472011,1447.0,10555.0,HumanRights(Spanish)_trTurkish
12250,10136,29,1851,1,5.475958941112912,1851.0,10136.0,HumanRights(Quechua)_eoEsperanto
12255,10708,38,1351,1,7.925980754996299,1351.0,10708.0,HumanRights(Portuguese)_kkKazakh
12256,10422,42,1623,140,6.421441774491682,11.592857142857143,74.44285714285714,HumanRights(English)_daDanish
12262,10844,32,1187,1,9.135636057287279,1187.0,10844.0,HumanRights(Japanese)_koKorean
12274,10198,35,1880,1,5.424468085106383,1880.0,10198.0,HumanRights(Portuguese)_caCatalan
12280,10326,33,1758,1,5.873720136518771,1758.0,10326.0,HumanRights(Portuguese)_swSwahili
12290,10548,37,1479,1,7.1318458417849895,1479.0,10548.0,HumanRights(Quechua)_kkKazakh
12293,11058,26,1221,1,9.056511056511056,1221.0,11058.0,HumanRights(Korean)_fiFinnish
12307,10494,39,1450,1,7.237241379310345,1450.0,10494.0,HumanRights(Arabic)_trTurkish
12310,10079,37,1868,1,5.395610278372591,1868.0,10079.0,HumanRights(Arabic)_kuKurdish
12313,10906,38,1393,1,7.8291457286432165,1393.0,10906.0,HumanRights(Korean)_skSlovak
12315,10500,38,1604,1,6.546134663341646,1604.0,10500.0,HumanRights(English)_svSwedish
12319,10295,39,1761,1,5.84611016467916,1761.0,10295.0,HumanRights(Quechua)_bsBosnian
12326,10916,35,1396,11,7.819484240687679,126.9090909090909,992.3636363636364,HumanRights(Korean)_bnBengali
12330,10565,40,1402,1,7.535663338088445,1402.0,10565.0,HumanRights(Arabic)_kkKazakh
12340,10087,35,1990,1,5.068844221105528,1990.0,10087.0,HumanRights(Quechua)_kuKurdish
12355,10687,41,1427,1,7.489138051857043,1427.0,10687.0,HumanRights(Spanish)_ugUyghur
12361,10741,44,1606,1,6.688044831880449,1606.0,10741.0,HumanRights(Korean)_lbLuxembourgish
12378,10285,40,1827,1,5.629447181171319,1827.0,10285.0,HumanRights(Russian)_cyWelsh
12379,11027,35,1338,1,8.241405082212257,1338.0,11027.0,HumanRights(Korean)_lvLatvian
12380,10814,37,1355,1,7.980811808118081,1355.0,10814.0,HumanRights(English)_kkKazakh
12389,10782,36,1593,1,6.768361581920904,1593.0,10782.0,HumanRights(Korean)_mkMacedonian
12416,10427,32,1726,1,6.041135573580533,1726.0,10427.0,HumanRights(Quechua)_swSwahili
12420,10753,49,1436,1,7.48816155988858,1436.0,10753.0,HumanRights(Japanese)_ttTatar
12440,10829,39,1400,1,7.735,1400.0,10829.0,HumanRights(English)_tkTurkmen
12440,10348,36,1861,1,5.560451370231059,1861.0,10348.0,HumanRights(Japanese)_kuKurdish
12454,10353,35,1738,1,5.9568469505178365,1738.0,10353.0,HumanRights(Arabic)_swSwahili
12457,10745,32,1698,1,6.3280329799764425,1698.0,10745.0,HumanRights(Korean)_elGreek
12482,10510,34,1761,1,5.968199886428166,1761.0,10510.0,HumanRights(English)_faPersian
12496,10842,37,1443,1,7.513513513513513,1443.0,10842.0,HumanRights(English)_csCzech
12507,10725,38,1541,1,6.959766385463984,1541.0,10725.0,HumanRights(Spanish)_azAzerbaijani
12509,10414,39,1884,1,5.5276008492569,1884.0,10414.0,HumanRights(English)_sqAlbanian
12511,10404,40,1866,1,5.57556270096463,1866.0,10404.0,HumanRights(Spanish)_cyWelsh
12516,10233,35,1920,1,5.3296875,1920.0,10233.0,HumanRights(Arabic)_caCatalan
12523,11134,35,1375,36,8.097454545454545,38.19444444444444,309.27777777777777,HumanRights(Korean)_arArabic
12529,10673,39,1590,1,6.712578616352201,1590.0,10673.0,HumanRights(Russian)_hrCroatian
12531,10822,33,1443,1,7.499653499653499,1443.0,10822.0,HumanRights(Russian)_ugUyghur
12531,10718,38,1572,1,6.818066157760814,1572.0,10718.0,HumanRights(Spanish)_hrCroatian
12537,10688,39,1608,1,6.646766169154229,1608.0,10688.0,HumanRights(Spanish)_srSerbian
12549,10909,38,1429,12,7.634009797060882,119.08333333333333,909.0833333333334,HumanRights(English)_bnBengali
12551,10676,38,1612,1,6.622828784119107,1612.0,10676.0,HumanRights(Quechua)_csCzech
12553,11182,33,1357,1,8.240235814296241,1357.0,11182.0,HumanRights(Korean)_bgBulgarian
12556,10714,39,1601,1,6.692067457838851,1601.0,10714.0,HumanRights(Spanish)_bsBosnian
12559,10926,38,1392,1,7.849137931034483,1392.0,10926.0,HumanRights(Spanish)_kkKazakh
12573,10542,33,1765,1,5.972804532577904,1765.0,10542.0,HumanRights(Russian)_swSwahili
12584,10862,39,1491,1,7.28504359490275,1491.0,10862.0,HumanRights(Japanese)_trTurkish
12599,11287,36,1298,1,8.695685670261941,1298.0,11287.0,HumanRights(Korean)_gnGuarani
12603,11133,42,1456,1,7.646291208791209,1456.0,11133.0,HumanRights(Korean)_uzUzbek
12608,10551,37,1861,1,5.669532509403546,1861.0,10551.0,HumanRights(Portuguese)_afAfrikaans
12613,10814,38,1436,1,7.530640668523677,1436.0,10814.0,HumanRights(Arabic)_ugUyghur
12613,10463,39,1887,1,5.544780074191839,1887.0,10463.0,HumanRights(Quechua)_svSwedish
12616,10723,37,1627,1,6.590657652120467,1627.0,10723.0,HumanRights(Russian)_srSerbian
12619,10750,44,1658,1,6.4837153196622435,1658.0,10750.0,HumanRights(English)_lbLuxembourgish
12619,10599,39,1657,1,6.396499698249849,1657.0,10599.0,HumanRights(Arabic)_srSerbian
12623,10631,39,1629,1,6.526089625537139,1629.0,10631.0,HumanRights(Arabic)_hrCroatian
12624,10549,28,1712,1,6.161799065420561,1712.0,10549.0,HumanRights(Arabic)_eoEsperanto
12625,10482,35,1902,1,5.511041009463723,1902.0,10482.0,HumanRights(Spanish)_caCatalan
12635,10700,28,1694,1,6.316410861865407,1694.0,10700.0,HumanRights(Spanish)_eoEsperanto
12636,10388,44,1885,1,5.5108753315649865,1885.0,10388.0,HumanRights(Arabic)_cyWelsh
12637,10427,43,1999,1,5.216108054027013,1999.0,10427.0,HumanRights(English)_gdGaelic (Scottish)
12645,10509,41,1905,1,5.5165354330708665,1905.0,10509.0,HumanRights(Japanese)_cyWelsh
12650,10764,37,1620,1,6.644444444444445,1620.0,10764.0,HumanRights(Russian)_bsBosnian
12654,10828,38,1630,1,6.6429447852760735,1630.0,10828.0,HumanRights(Portuguese)_svSwedish
12658,10238,40,2157,1,4.746407046824293,2157.0,10238.0,HumanRights(Quechua)_cyWelsh
12662,10638,33,1783,1,5.966348850252384,1783.0,10638.0,HumanRights(Spanish)_swSwahili
12663,10808,38,1592,1,6.788944723618091,1592.0,10808.0,HumanRights(Quechua)_etEstonian
12663,11207,26,1260,1,8.894444444444444,1260.0,11207.0,HumanRights(Portuguese)_fiFinnish
12669,10803,43,1670,143,6.468862275449101,11.678321678321678,75.54545454545455,HumanRights(Portuguese)_daDanish
12670,10509,35,1895,1,5.545646437994723,1895.0,10509.0,HumanRights(Russian)_caCatalan
12671,10288,40,2120,1,4.8528301886792455,2120.0,10288.0,HumanRights(Quechua)_afAfrikaans
12692,10579,30,1936,1,5.464359504132231,1936.0,10579.0,HumanRights(Chinese)_htHaitian Creole
12693,10775,41,1555,1,6.929260450160772,1555.0,10775.0,HumanRights(Arabic)_azAzerbaijani
12708,11040,38,1457,1,7.577213452299245,1457.0,11040.0,HumanRights(English)_skSlovak
12725,11083,38,1401,1,7.91077801570307,1401.0,11083.0,HumanRights(Spanish)_etEstonian
12731,10754,28,1711,1,6.28521332554062,1711.0,10754.0,HumanRights(Russian)_eoEsperanto
12745,10941,41,1790,1,6.112290502793296,1790.0,10941.0,HumanRights(Korean)_nlDutch
12753,11054,37,1433,1,7.713886950453594,1433.0,11054.0,HumanRights(Russian)_kkKazakh
12758,11005,34,1739,1,6.328349626221967,1739.0,11005.0,HumanRights(Korean)_itItalian
12764,11207,36,1346,1,8.326151560178307,1346.0,11207.0,HumanRights(English)_amAmharic
12765,10923,38,1576,1,6.930837563451776,1576.0,10923.0,HumanRights(Russian)_azAzerbaijani
12767,11529,28,1224,1,9.419117647058824,1224.0,11529.0,HumanRights(Korean)_kaGeorgian
12768,11088,36,1414,1,7.841584158415841,1414.0,11088.0,HumanRights(Russian)_etEstonian
12780,11000,37,1417,1,7.76287932251235,1417.0,11000.0,HumanRights(Arabic)_etEstonian
12782,10760,39,1659,1,6.48583484026522,1659.0,10760.0,HumanRights(Arabic)_bsBosnian
12786,10899,43,1873,5,5.819006940736786,374.6,2179.8,HumanRights(Korean)_paPunjabi
12788,11353,34,1421,1,7.989444053483463,1421.0,11353.0,HumanRights(Korean)_slSlovenian
12790,10973,35,1803,1,6.085967831392124,1803.0,10973.0,HumanRights(Korean)_esSpanish (Spain)
12790,10714,44,1865,7,5.744772117962467,266.42857142857144,1530.5714285714287,HumanRights(English)_paPunjabi
12805,11429,32,1165,1,9.810300429184549,1165.0,11429.0,HumanRights(English)_koKorean
12808,10825,31,1787,1,6.057638500279799,1787.0,10825.0,HumanRights(Portuguese)_faPersian
12814,11267,34,1533,1,7.3496412263535555,1533.0,11267.0,HumanRights(Korean)_idIndonesian
12819,10908,38,1648,1,6.618932038834951,1648.0,10908.0,HumanRights(Quechua)_skSlovak
12831,11329,27,1291,1,8.775367931835786,1291.0,11329.0,HumanRights(English)_fiFinnish
12841,11158,35,1472,1,7.580163043478261,1472.0,11158.0,HumanRights(English)_uzUzbek
12851,11230,36,1410,1,7.964539007092198,1410.0,11230.0,HumanRights(English)_lvLatvian
12863,11321,42,1528,1,7.409031413612565,1528.0,11321.0,HumanRights(Korean)_isIcelandic
12866,10756,39,1914,1,5.619644723092999,1914.0,10756.0,HumanRights(Portuguese)_sqAlbanian
12870,10913,28,1726,1,6.322711471610661,1726.0,10913.0,HumanRights(Japanese)_eoEsperanto
12872,11409,36,1449,1,7.873706004140787,1449.0,11409.0,HumanRights(Korean)_ukUkrainian
12878,11206,37,1476,1,7.592140921409214,1476.0,11206.0,HumanRights(Portuguese)_csCzech
12882,11016,38,1635,1,6.7376146788990825,1635.0,11016.0,HumanRights(Japanese)_hrCroatian
12897,11231,37,1435,1,7.826480836236934,1435.0,11231.0,HumanRights(Japanese)_etEstonian
12907,11279,41,1614,1,6.988228004956629,1614.0,11279.0,HumanRights(Korean)_deGerman
12909,10999,38,1679,1,6.55092316855271,1679.0,10999.0,HumanRights(Japanese)_srSerbian
12910,10695,45,2019,1,5.297176820208024,2019.0,10695.0,HumanRights(Portuguese)_gdGaelic (Scottish)
12921,11025,38,1665,1,6.621621621621622,1665.0,11025.0,HumanRights(Japanese)_bsBosnian
12924,10701,35,1992,1,5.371987951807229,1992.0,10701.0,HumanRights(Japanese)_caCatalan
12927,11052,44,1679,1,6.582489577129244,1679.0,11052.0,HumanRights(Portuguese)_lbLuxembourgish
12928,11258,35,1474,14,7.6377204884667576,105.28571428571429,804.1428571428571,HumanRights(Portuguese)_bnBengali
12928,11562,32,1170,1,9.882051282051282,1170.0,11562.0,HumanRights(Portuguese)_koKorean
12958,11558,34,1386,1,8.33910533910534,1386.0,11558.0,HumanRights(Korean)_huHungarian
12966,10838,37,1862,1,5.82062298603652,1862.0,10838.0,HumanRights(Russian)_afAfrikaans
12970,10681,37,1926,1,5.545690550363448,1926.0,10681.0,HumanRights(Arabic)_afAfrikaans
12987,11349,40,1442,1,7.870319001386963,1442.0,11349.0,HumanRights(Portuguese)_tkTurkmen
12987,11334,34,1457,1,7.778997940974605,1457.0,11334.0,HumanRights(Portuguese)_uzUzbek
13004,11195,38,1578,1,7.094423320659062,1578.0,11195.0,HumanRights(Japanese)_azAzerbaijani
13004,11032,36,1709,1,6.455236980690462,1709.0,11032.0,HumanRights(Quechua)_plPolish
13019,11278,42,1478,1,7.630581867388362,1478.0,11278.0,HumanRights(Quechua)_tkTurkmen
13021,11350,38,1475,1,7.694915254237288,1475.0,11350.0,HumanRights(Portuguese)_skSlovak
13028,11107,46,1907,1,5.824331410592554,1907.0,11107.0,HumanRights(Korean)_gaGaelic (Irish)
13029,11711,36,1304,1,8.980828220858896,1304.0,11711.0,HumanRights(Korean)_kkKazakh
13031,11483,40,1534,1,7.485658409387223,1534.0,11483.0,HumanRights(Korean)_msMalay
13039,10957,34,1816,1,6.033590308370044,1816.0,10957.0,HumanRights(Russian)_faPersian
13040,10873,44,1904,1,5.710609243697479,1904.0,10873.0,HumanRights(Quechua)_lbLuxembourgish
13042,11425,37,1406,1,8.125889046941678,1406.0,11425.0,HumanRights(English)_bgBulgarian
13046,11076,32,1759,1,6.2967595224559405,1759.0,11076.0,HumanRights(English)_elGreek
13046,10861,33,1822,1,5.961031833150384,1822.0,10861.0,HumanRights(Arabic)_faPersian
13059,11132,42,1661,141,6.701986754966887,11.78014184397163,78.95035460992908,HumanRights(Russian)_daDanish
13066,11342,39,1493,1,7.596784996651039,1493.0,11342.0,HumanRights(Japanese)_ugUyghur
13068,11300,36,1557,1,7.2575465639049455,1557.0,11300.0,HumanRights(English)_plPolish
13070,11313,36,1561,1,7.247277386290839,1561.0,11313.0,HumanRights(Portuguese)_plPolish
13080,10921,39,1918,1,5.693952033368092,1918.0,10921.0,HumanRights(Spanish)_afAfrikaans
13087,11517,36,1207,1,9.541839270919635,1207.0,11517.0,HumanRights(Arabic)_koKorean
13088,11613,37,1209,1,9.605459057071961,1209.0,11613.0,HumanRights(Russian)_koKorean
13097,11367,38,1489,1,7.633982538616521,1489.0,11367.0,HumanRights(Spanish)_csCzech
13098,11410,40,1447,1,7.8852798894264,1447.0,11410.0,HumanRights(Spanish)_tkTurkmen
13099,11010,32,1858,1,5.92572658772874,1858.0,11010.0,HumanRights(Japanese)_swSwahili
13109,11676,37,1192,1,9.795302013422818,1192.0,11676.0,HumanRights(Spanish)_koKorean
13129,11203,39,1660,1,6.748795180722891,1660.0,11203.0,HumanRights(Russian)_svSwedish
13141,11479,36,1466,1,7.830150068212824,1466.0,11479.0,HumanRights(Portuguese)_lvLatvian
13156,10876,44,2039,1,5.3339872486513,2039.0,10876.0,HumanRights(Spanish)_gdGaelic (Scottish)
13161,11083,34,1837,1,6.03320631464344,1837.0,11083.0,HumanRights(Spanish)_faPersian
13177,11203,44,1708,1,6.559133489461359,1708.0,11203.0,HumanRights(Russian)_lbLuxembourgish
13178,11527,38,1388,1,8.304755043227665,1388.0,11527.0,HumanRights(Quechua)_amAmharic
13181,11429,39,1575,1,7.256507936507936,1575.0,11429.0,HumanRights(Chinese)_trTurkish
13187,11094,42,1730,149,6.41271676300578,11.610738255033556,74.45637583892618,HumanRights(Arabic)_daDanish
13194,11402,41,1529,1,7.457161543492479,1529.0,11402.0,HumanRights(Quechua)_ugUyghur
13199,11541,34,1462,1,7.893980848153215,1462.0,11541.0,HumanRights(Portuguese)_slSlovenian
13199,11503,36,1465,1,7.851877133105802,1465.0,11503.0,HumanRights(Japanese)_kkKazakh
13202,11533,34,1655,1,6.968580060422961,1655.0,11533.0,HumanRights(Korean)_roRomanian
13208,11735,31,1242,1,9.448470209339774,1242.0,11735.0,HumanRights(Japanese)_quQuechua
13210,11409,34,1538,1,7.418075422626788,1538.0,11409.0,HumanRights(Quechua)_huHungarian
13213,10905,40,2045,1,5.332518337408313,2045.0,10905.0,HumanRights(Quechua)_nlDutch
13216,11653,33,1367,1,8.524506217995611,1367.0,11653.0,HumanRights(Portuguese)_amAmharic
13222,11535,36,1491,1,7.7364185110663986,1491.0,11535.0,HumanRights(Portuguese)_ukUkrainian
13260,11521,28,1476,1,7.805555555555555,1476.0,11521.0,HumanRights(Quechua)_fiFinnish
13268,10918,39,1987,1,5.494715651736286,1987.0,10918.0,HumanRights(Arabic)_sqAlbanian
13270,10835,48,2072,1,5.229247104247104,2072.0,10835.0,HumanRights(Arabic)_gdGaelic (Scottish)
13272,11534,32,1561,1,7.3888532991672005,1561.0,11534.0,HumanRights(Chinese)_laLatin
13275,10954,44,2055,1,5.3304136253041365,2055.0,10954.0,HumanRights(Russian)_gdGaelic (Scottish)
13279,11226,38,1690,1,6.642603550295858,1690.0,11226.0,HumanRights(Arabic)_svSwedish
13280,11350,36,1719,1,6.602675974403723,1719.0,11350.0,HumanRights(English)_mkMacedonian
13289,11592,35,1486,1,7.800807537012113,1486.0,11592.0,HumanRights(English)_slSlovenian
13294,11305,34,1778,1,6.358267716535433,1778.0,11305.0,HumanRights(English)_itItalian
13302,11305,47,1983,3,5.70095814422592,661.0,3768.3333333333335,HumanRights(Korean)_urUrdu
13309,11360,38,1708,1,6.6510538641686185,1708.0,11360.0,HumanRights(Spanish)_svSwedish
13314,11183,49,1920,1,5.824479166666666,1920.0,11183.0,HumanRights(English)_gaGaelic (Irish)
13315,11352,43,1722,144,6.592334494773519,11.958333333333334,78.83333333333333,HumanRights(Spanish)_daDanish
13320,11436,38,1521,1,7.518737672583827,1521.0,11436.0,HumanRights(Arabic)_uzUzbek
13323,11149,37,1997,1,5.582874311467201,1997.0,11149.0,HumanRights(Chinese)_kuKurdish
13328,11583,35,1504,1,7.701462765957447,1504.0,11583.0,HumanRights(Spanish)_uzUzbek
13332,11230,46,1739,1,6.457734330074755,1739.0,11230.0,HumanRights(Arabic)_lbLuxembourgish
13337,11100,39,1971,1,5.6316590563165905,1971.0,11100.0,HumanRights(Russian)_sqAlbanian
13339,11700,34,1428,1,8.193277310924369,1428.0,11700.0,HumanRights(English)_huHungarian
13348,11642,27,1343,1,8.668652271034997,1343.0,11642.0,HumanRights(Arabic)_fiFinnish
13357,12014,32,1329,1,9.039879608728366,1329.0,12014.0,HumanRights(Korean)_euBasque
13360,11400,44,1719,1,6.631762652705061,1719.0,11400.0,HumanRights(Spanish)_lbLuxembourgish
13365,11653,38,1501,1,7.763491005996003,1501.0,11653.0,HumanRights(English)_ukUkrainian
13377,11783,26,1328,1,8.872740963855422,1328.0,11783.0,HumanRights(Russian)_fiFinnish
13386,11477,35,1646,1,6.9726609963548,1646.0,11477.0,HumanRights(Quechua)_lvLatvian
13389,11738,35,1455,39,8.067353951890034,37.30769230769231,300.97435897435895,HumanRights(Portuguese)_arArabic
13391,11171,41,1989,1,5.61639014580191,1989.0,11171.0,HumanRights(Japanese)_afAfrikaans
13391,11691,48,1523,1,7.6762967826657915,1523.0,11691.0,HumanRights(Chinese)_ttTatar
13396,11734,35,1451,38,8.0868366643694,38.18421052631579,308.7894736842105,HumanRights(English)_arArabic
13396,11772,33,1428,1,8.243697478991596,1428.0,11772.0,HumanRights(Portuguese)_bgBulgarian
13398,11830,28,1327,1,8.914845516201959,1327.0,11830.0,HumanRights(Spanish)_fiFinnish
13409,11187,39,1981,1,5.647147905098435,1981.0,11187.0,HumanRights(Spanish)_sqAlbanian
13415,12085,35,1316,1,9.183130699088146,1316.0,12085.0,HumanRights(Korean)_ltLithuanian
13415,11331,35,1873,1,6.049652963160705,1873.0,11331.0,HumanRights(English)_esSpanish (Spain)
13417,11399,42,1787,157,6.378847229994404,11.382165605095542,72.60509554140127,HumanRights(Japanese)_daDanish
